ID;Text;Category;Date
308;الظلام عم يحتل عيوني والقلق عم يخنق روحي;خوف;2011-07-16
309;حلمت إنو الكهربا رجعت بكل الحارة، والولاد نازلين يغنّوا، والله حسّيت بفرحة ما صارت من سنين ❤️.;أمل;2021-08-12
310;شفت حالي عم اشتغل بشي ورشة صغيرة وعم أساعد الشباب، كان شعور حلو كتير.;أمل;2022-12-26
311;حلمت إنو صوت القصف سكت، وطلعت الناس عالشوارع عم يصفّقوا وعم يضحكوا، يمكن خير يا رب 🙏.;أمل;2020-04-23
312;حلمت إنو ابني رجع من السفر، حامل هدية صغيرة لإختو، وكان مبسوط كتير، خير إن شاء الله.;أمل;2020-07-03
313;شفت حالي عم أزرع شجرة بنص الحارة، وولاد صغار عم يساعدوني، حسّيت بالأمل متل أول مرة.;أمل;2023-05-12
314;حلمت إنه الكهربا رجعت لكل الحارة، والناس نازلة فرحانة.;أمل;2023-04-18
315;شفت نفسي عم أفتح محل صغير، والناس عم تجي وتشتري، حسيت بشعور حلو.;أمل;2019-09-26
316;حلمت إنو صوت القصف خف، وطلعت الناس عم تضحك وتغني.;أمل;2022-05-11
317;حلمت ابني رجع من السفر حامل لعبة صغيرة لأخته.;أمل;2024-03-27
318;شفت نفسي عم أزرع شجرة زيتون بنص الحارة وولاد صغار عم يساعدوني.;أمل;2022-07-04
319;حلمت إنو الكهربا رجعت وكل الناس نازلين فرحانين;أمل;2019-06-04
320;حلمت إنو صوت القصف سكت والناس عم يضحكوا ويغنوا;أمل;2024-08-17
321;شفت نفسي عم أفتح محل صغير والناس عم تجي وتشتري;أمل;2023-02-27
322;ابني رجع من السفر حامل لعبة صغيرة لأخته;أمل;2021-11-05
323;كنت عم أزرع شجرة زيتون وولاد صغار عم يساعدوني;أمل;2020-10-19
324;رجعت أحيي ذكريات الطفولة وأحس بالسلام يغمرني من جديد;أمل;2019-03-30
325;بديت من الصفر وبالعزيمة صرت أملك مستقبلي بيدي;أمل;2021-01-11
326;وصلت للنجاح بقلبي وصرت أؤمن بأحلامي;أمل;2024-04-16
327;لقيت بصيص أمل عم يلمع بقلبي بعد كل التعب;أمل;2023-01-22
328;رجعت أخلق حياة جديدة مليانة سلام وسعادة;أمل;2022-04-26
329;بنيت أعمالي على أسس قوية وصرنا نحقق المستحيل;أمل;2022-08-15
330;بنيت مستقبلي بأيدي ومشيت بكل ثقة;أمل;2020-03-31
331;وصلت للنجاح بقلبي وصرت أآمن إنو كل شي ممكن;أمل;2019-02-08
332;ركبت قارب النجاح وجريت على الموجات رغم كل العواصف;أمل;2021-12-25
333;بنيت قلبي على أمل وصبر وصرت أعيش فرحة كل يوم;أمل;2022-01-27
334;لقينا بعض بعيون بتتكلم عن حب وأمل جديد;أمل;2022-02-15
335;شفت السلام يعمّ الدنيا ويزرع حب بالغلا;أمل;2022-10-31
336;وصلت للنجاح وصار قلبي يغني من الفرحة والسلام;أمل;2023-04-24
337;صارت لحظات السلام توصل قلبي لكل الناس;أمل;2024-01-07
338;لقينا بعض وعاد الصمت يحكي عن الفرح والسرور;أمل;2025-02-05
339;رجعت أزرع أمل جديد بقلبي رغم كل الألم;أمل;2023-10-10
340;لقيت السلام صار دفي وروح بقلبي ما بتخلى;أمل;2023-07-15
341;نجحت بتجاربي وتعلمت كيف أبني عمر جديد فوق الأطلال;أمل;2024-10-05
342;رجعت لعيلتي وأحسيت الدفا يملأ قلبي وروحي;أمل;2023-08-27
343;وصلت لحلمي رغم كل التعب وصار في قلبي حلم أكبر من السماء;أمل;2022-04-02
344;لقينا بعض بعيون بتلمع أمل وصار الحكي عن مستقبل;أمل;2022-04-27
345;لقيت طريق النجاح بقلبي وصرنا نزرع أمل بكل خطوة نخطوها;أمل;2025-11-21
346;بنيت مستقبلي على أساس قوي ورجعت أعيش الحلم;أمل;2024-08-17
347;نجحت بخطوات ثابتة ورجعت أزرع أمل بقلبي كل يوم;أمل;2025-12-08
348;نجحت بتعب وعزيمة وصرت أعيش أحلى حياة;أمل;2025-02-14
349;بنيت قلبي على محبة وصبر وأحلام كبيرة;أمل;2020-03-25
350;رجعت أزرع وردة حب بقلبي رغم كل الصعوبات;أمل;2024-04-14
351;رجعت للحي القديم ولقيت وجوه تحكي قصص أمل من زمان;أمل;2019-01-28
352;رجعت للشارع القديم وأهل الحي رحبوا فيني بحب ما انتهى;أمل;2019-09-26
353;صارت لحظات اللقاء مليانة حب وفرح وحنين;أمل;2024-05-24
354;لقينا بعض بضحكة بتملأ الحياة نور وأمان;أمل;2023-05-18
355;لقينا بعض بعيون بتلمع فرح وأمل ما بينتهي;أمل;2022-11-14
356;بنيت حياتي بأيدي وما خلت خيبة توقفني;أمل;2022-09-13
357;رجعت أعيش أمل جديد مع كل صباح بيشرق على الدنيا;أمل;2023-09-28
358;رجعت أزرع وردة حب وسط رياح الحياة القاسية;أمل;2020-08-26
359;الليلة دي حلمت برجوع السلام لعالمنا يلي تعب من الحروب;أمل;2025-08-20
360;نجحت بروحي وصرت أعيش أمل كبير وجديد;أمل;2025-08-15
361;نجحت بحبي وعزيمتي وصرت أزرع أمل بالحياة;أمل;2022-10-13
362;رجعت لجذوري وحسيت بالسلام يعانق روحي;أمل;2025-11-27
363;بنيت حالي على أمل ما رح ينطفى مهما صعبت الأوقات;أمل;2024-03-07
364;رجعت لعيلتي وأحسيت الدنيا بتضحك معي من جديد;أمل;2022-12-31
365;لقينا بعض بعيون مليانة حب وأمل بلا حدود;أمل;2024-04-03
366;لقينا بعض بضحكة بتلمع مثل نجوم الليل وصار الأمل ينمو;أمل;2024-01-26
367;بنيت أمالي فوق جبال الصبر والرجاء;أمل;2025-12-24
368;رجعت أزرع ورد بحياتي رغم الجراح وبقيت أؤمن بالفرح;أمل;2022-12-27
369;لقيت السلام يعيش في روحي وما رح ينتهي أبداً;أمل;2025-11-13
370;رجعت أخلق بصمة جديدة بحياتي وما عاد في شي بيوقفني;أمل;2024-10-10
371;وصلت لأهدافي وصار قلبي يغني من النجاح;أمل;2022-08-29
372;وصلت لهدفي بعد تعب سنين وصار الحلم حاضر بكل لحظة;أمل;2023-04-26
373;بنيت صداقاتي على أسس الخير والتفاؤل وصرت أعيش فرح;أمل;2023-02-10
374;نجحت بتحقيق الأماني وصرت أزرع خير وأمل;أمل;2025-06-04
375;لقينا بعض بضحكة تزرع الفرح وتنهي كل وجع;أمل;2021-01-13
376;صارت لحظة اللقاء تملأ قلبي فرحة وسلام;أمل;2022-06-26
377;صارت لحظات السلام تملأ الدنيا حب وسلام;أمل;2023-12-28
378;صارت لحظات السلام تملأ قلبي نور وحياة جديدة;أمل;2025-08-03
379;بنيت جسور بيني وبين أحبابي وصار الحلم حقيقة;أمل;2020-10-01
380;لقينا بعض بضحكة بتفتح أبواب السعادة;أمل;2025-10-17
381;نجحت بتعب وعزيمة وصار قلبي يفرح وينور;أمل;2025-07-12
382;لقيت السلام جواتي ما عاد بقى في قلبي غصّة;أمل;2023-06-17
383;لقينا بعض بعيون بتشع أمل وفرح كبير;أمل;2023-04-14
384;صارت لحظة اللقاء أجمل من كل الكلام والوعود;أمل;2019-12-30
385;وصلت لهديتي مع الأيام وصار قلبي ينبض أمل وسلام;أمل;2020-08-20
386;بنيت جسور المحبة بين قلبي وقلوب الناس وصار الحلم حاضر;أمل;2021-03-27
387;لقينا بعض بعيون مليانة أمل وفرح وأمان;أمل;2019-02-07
388;وصلت للنجاح بعد صبر كبير وصارت الحياة أحلى;أمل;2019-05-25
389;بنيت قلبي من جديد وصار بالأمل بيعمر كل لحظة صعبة;أمل;2022-07-01
390;بنيت صداقات جديدة على أساس الصدق والتفاهم;أمل;2020-09-23
391;رجعت لعيلتي وحسيت الدنيا بدت تضحك معي;أمل;2020-11-24
392;لقينا بعض بضحكة بتسوى ألاف كلمات وحكايات;أمل;2021-03-08
393;رجعت لعيلتي بفرحة ما بتنتسى وأمل جديد;أمل;2023-04-08
394;لقيت السلام بقلبي ما عاد في مكان لليأس;أمل;2021-01-30
395;شفت السلام يعمّ أوقاتنا وصار في قلوبنا سلام;أمل;2020-03-28
396;رجعت لعائلتي ضحكنا وضوى الصبح من حولنا;أمل;2020-11-16
397;بنيت حياتي بإيدي وما خلت خيبة توقفني;أمل;2025-10-15
398;نلت أول نجاح صغير وبقيت الحكاية تنكتب بحروف الأمل;أمل;2023-06-20
399;شفت السلام يحيي كل مكان وقلوب الناس تبتسم;أمل;2023-10-31
400;وصلت لنجاح كبير وصار قلبي يغني من الفرح;أمل;2024-03-21
401;بنيت أفكاري على أسس الأمل والصبر;أمل;2024-03-24
402;رجعت لعيلتي ضحكنا سوا وكأن الزمن ما فرقناش لحظة;أمل;2025-11-03
403;بنيت جسور المحبة بين الناس وصار الحلم حقيقة معي;أمل;2024-07-03
404;نجحت بالصبر والإرادة وصار الحلم حقيقة بحياتي;أمل;2019-12-22
405;وصلت لأهدافي الكبيرة وبديت أعيش أحلى أوقات;أمل;2021-07-09
406;لقيت السلام بقلبي صار نور بحياتي ما بينطفى;أمل;2020-03-21
407;لقيت السلام بداخلي وصار الحزن يرحل بعيد;أمل;2022-09-22
408;لقينا بعض بعيون بتشع فرح وأمل كبير;أمل;2019-07-12
409;لقينا بعض بضحكة تمسح هموم السنين;أمل;2024-02-16
410;نجحت بخطاي وصرت أزرع أحلامي فوق الأرض;أمل;2021-06-11
411;شفت السلام يملأ الدنيا فرح وحب وانسجام;أمل;2025-08-27
412;بنيت أحلامي على صخر الأمل وصار كل يوم فصل جديد بحكايتي;أمل;2020-11-15
413;صرت أحلم بغد أحلى وبجد كل يوم عم بتقدم بخطوة جديدة;أمل;2025-11-27
414;شفت ضوء النجاح بيشرق من بعيد وصرنا نركض نحوه بلا خوف;أمل;2020-05-07
415;لقينا بعض بضحكة ترد الروح ورجعنا نصدق بقدرة التغيير;أمل;2020-12-28
416;لقينا بعض وضحكة تعمّ الدنيا وصار فينا أمل ما بينتهي;أمل;2019-09-17
417;بنيت صداقاتي على المحبة والصدق ورجع الأمل;أمل;2025-01-03
418;صارت الدنيا تنور لما رجع السلام لقلوبنا بعد طول غياب;أمل;2020-01-29
419;وصلت للنجاح بعرق جبيني وصار الحلم أكبر ما عندي;أمل;2025-08-12
420;وصلت لأعلى قمم النجاح وصار قلبي يغني فرح;أمل;2025-07-08
421;لقيت السلام صار نور بحياتي وقلب ما بينطفي;أمل;2019-09-22
422;بنيت قصر أحلامي الحجر حجر وصرت أعيش فرحة جديدة;أمل;2024-06-25
423;بنيت حياتي على أمل متجدد وصرت أعيش فرحة كل يوم;أمل;2023-11-11
424;لقيت السلام يسكن قلبي وما في شي يعكر صفوي;أمل;2021-05-12
425;لقيت السلام صار بقلبي نور ما بينطفي;أمل;2025-02-07
426;لقينا بعض بعيون بتعبر عن حب ما انكسر;أمل;2022-02-20
427;شفت السلام بيرجع يحلّ بقلوب الناس يلي تعبوا من القهر;أمل;2021-11-02
428;رجعت أزرع أمل بقلبي مهما ضاقت الدنيا حولي;أمل;2022-08-07
429;بنيت مستقبلي بقوة وحماس وصرت أعيش حلمي;أمل;2025-07-30
430;رجعت أزرع سلام بقلبي رغم كل العواصف;أمل;2020-01-08
431;لقينا بعض بعيون بتبشر بغد جديد مليان أمل;أمل;2024-03-09
432;بنيت روحي على أمل جديد وصرنا نخطط لحياة أحلى سوا;أمل;2022-10-06
433;رجعت لعيلتي وأحسيت الدنيا صارت أحلى وأجمل;أمل;2022-03-26
434;صارت لحظة اللقاء من أجمل لحظات العمر;أمل;2023-10-18
435;لقيت السلام عم يزرع الطمأنينة بقلبي وروحي;أمل;2024-09-24
436;صارت لحظة اللقاء تنشر الدفء والسرور;أمل;2021-06-27
437;رجعت لعزوتي بعد غربة طويلة وحسيت قلبي عم ينبض بالأمل;أمل;2025-11-24
438;شفّت عيوني نور الصبح الجديد بعد صبر طويل على الضيق;أمل;2025-07-31
439;نجحت وبديت أحلم بأحلام أكبر وأجمل;أمل;2019-02-02
440;صارت السماء صافية بعد عواصف الهم ورجع الأمل ينادي;أمل;2022-06-17
441;رجعت أزرع وردة جديدة بحياة متعبة بس ما رح استسلم;أمل;2025-04-10
442;لقينا بعض بضحكة بتشبه النور وبترجع الروح;أمل;2023-07-23
443;وصلت للنجاح الكبير وصار قلبي ينبض فرحاً;أمل;2022-02-21
444;نجحت بحلمي الكبير وبديت أعيش أمل ما بينتهي;أمل;2025-10-28
445;بنيت طبقة جديدة من الأمل فوق أنقاض الماضي;أمل;2019-04-01
446;صارت لحظة السلام تعمّ كل الدروب والبيوت;أمل;2019-07-24
447;بنيت مستقبلي بالإيمان والصبر وانتظرت الفرحة;أمل;2020-10-15
448;رجعت أزرع وردة حب بقلبي بعد كل جراح;أمل;2021-10-18
449;لقينا بعض بعيون ملانه أمل وصارت الدنيا أحلى;أمل;2020-04-23
450;رجع السلام يعمّ الأجواء وكل الناس بتشارك لحظة فرح;أمل;2024-12-23
451;رجعت أزرع أمل بكل خطوة بخطها بقلبي;أمل;2024-12-10
452;وصلت لمبتغاي بعد عزيمة ما إلها حدود وصارت الحياة أحلى;أمل;2023-10-10
453;وصلت لأحلى نجاح وصار الحلم حقيقة بلا قيود;أمل;2020-05-26
454;وصلت لأحلى النجاحات وصار قلبي يغني أمان;أمل;2025-11-02
455;بنيت صداقات جديدة غيّرت حياتي وراحت الخوف من قلبي;أمل;2022-10-23
456;لقيت السلام جواتي ما عاد في مكان للحزن واليأس;أمل;2021-12-21
457;شفت السلام بيرجع يغني بقلوب الناس يلي نسيت الضيق;أمل;2020-03-12
458;بنيت حياتي بإيدي وما رضيت أستسلم أبداً;أمل;2023-04-30
459;وصلت لأعلى قمة بحياتي حسّيت إني قادر أحقق كل شي بحلمي;أمل;2020-05-15
460;رجعت أخلق قصة نجاح جديدة رغم كل التعب;أمل;2019-08-02
461;صارت الحياة تنور بابتسامة رغم كل اللي صار من ألم وجرح;أمل;2025-09-10
462;لقينا بعض بعيون بتنبض حب وأمل بلا حدود;أمل;2024-11-02
463;لقينا بعض بعيون بتلمع فرح وأمل بلا نهاية;أمل;2023-08-17
464;حلمت ببيتنا القديم بالشام، نفس الفرش، نفس ريحة القهوة، حسّيت كأنو الزمن رجع لورا 😢.;حنين;2018-03-20
465;شفت الحارة تبعنا، الولاد عم يلعبوا، وأنا واقف أتفرّج وما حدا شايفني… شو تفسير هيك حلم؟;حنين;2018-06-27
466;حلمت بستي الله يرحمها، كانت عم تعمل مناقيش متل زمان، وقليتلي 'رجعوا الضحكة يا ابني'.;حنين;2016-08-17
467;أنا شفت المدرسة يلي درست فيها، نفس الصف ونفس رفقاتي، بس ما كنت قادر أدخل!;حنين;2020-04-16
468;حلمت إنو فتحت باب بيتنا القديم بحلب، وكل شي متل ما تركتو، حتى الصور عالحيط 🥺.;حنين;2021-02-25
469;حلمت بالبيت القديم بحلب، وكل الغرف متل ما تركناها قبل الحرب.;حنين;2020-07-23
470;شفت الحارة القديمة، نفس الزقاق، بس كل الجيران رحلوا.;حنين;2019-08-24
471;حلمت بستي عم تطبخ بالبيت، وكل شي متل زمان.;حنين;2016-11-16
472;حلمت بمدرستي القديمة، وكل الصف مليان طلاب متل أيام زمان.;حنين;2017-01-10
473;شفت بيتنا القديم، وكل شي منظم متل ما كان، الصور والستائر.;حنين;2019-04-03
474;رأيت المدرسة القديمة والصفوف كلها متل ما كانت;حنين;2019-09-03
475;فتحت باب البيت القديم وكل شي منظم متل ما كان;حنين;2016-02-15
476;حلمت بستي الله يرحمها وكانت عم تطبخ متل زمان;حنين;2020-12-13
477;شفت الحارة تبعنا والولاد عم يلعبوا متل أيام زمان;حنين;2020-06-27
478;حلمت ببيتنا القديم بالشام، نفس الفرش ونفس الريحة;حنين;2016-07-01
479;رجعت على بيتنا القديم لقيت الريحة الطيبة من ياسمين البلكونة ما زالت محفورة بقلبي;حنين;2021-05-09
480;ضحكنا مع رفقاتي ع الطاولة، طعم الكبة والفتوش دغري رجعني لأيام زمان;حنين;2016-08-31
481;حسيت بنفسي عم أمشي بشوارع الحي القديم، كل زاوية بتحكي قصة من طفولتي;حنين;2017-02-23
482;ريحة الخبز الطازة من الفرن عطتني احساس دافي وكأني رجعت لأسبوع مضى;حنين;2017-05-23
483;سمعت صوت الأصدقاء عم ينادوا اسمي من بعيد، قلبي عم يذوب من الحنين;حنين;2018-03-24
484;جلست ع المدخل لقيت النسمة بتلعب مع أوراق الشجر، بتذكر نص الليل وأحاديثنا الحلوة;حنين;2018-10-08
485;أمي تحضر المقلوبة، والريحة تعم البيت، قلبي صار كبير من الحنين للوحدة;حنين;2020-09-19
486;رجعت الزمان لبسني قبّة الحمرة وقلت يا ريتني ما رحلت;حنين;2021-06-30
487;جلسة ع القهوة مع الرفاق، والضحكة عم تعبي الدار ومن غير وجوههم ما بكفي;حنين;2020-08-12
488;شممت ريحة الزهر اللي ع الشرفة وبتذكر أيام اللعب ع الشارع مع الصحاب;حنين;2021-01-24
489;رجعت بذاكرتي ع صلاة المغرب بكنيسة الحي، والهدوء اللي كان يملأ الجو;حنين;2021-10-01
490;أكلات أمي على الطاولة، كل لقمة بتحكي قصة الحنين للبيت ولمّا كنا صغار;حنين;2016-06-05
491;صيح يا حبيبي، صوت الجيران وبساط الدكان، هذا كله بيت وتاريخ ما بينسى;حنين;2019-09-22
492;جلست ع الدرج بليالي الصيف، موسيقى الناي كانت تعزف حكايات من زمان;حنين;2020-09-27
493;حمص ع الطاولة، الكبة والورق عنب، كل طعمة بتعطيك ذاكرتين بتصير كنز;حنين;2021-01-08
494;ريحة القهوة عالصبح ببيتنا القديم، بتعطيك دفء ما حدا بيفهمه غير اللي عاشه;حنين;2019-02-01
495;لعبت مع الصحاب ع الشارع الضيق، ضحكاتنا ترددت بين جدران الحي القديم;حنين;2021-03-29
496;بتذكر ريحة الزهور اللي كانت بحديقة جدتي، وكل مرة بروح لعالمها الحلو;حنين;2019-08-09
497;رجعت لعند الطاحونة القديمة، صوت المي ورائحة الأرض البلدي أخذتني بعيد;حنين;2020-02-20
498;بيت جدتي واللحف القديمة، شممت ريحة الصابون اللي بتذكرني بأيام الطفولة;حنين;2016-11-28
499;الرحلة ع وسط السوق مع رفاق الطفولة، الأصوات والروائح كلها ذكريات عالقة;حنين;2020-08-28
500;قريت مع صحابي قصص زمان تحت الشجرة الضخمة، كل كلمة كانت مغامرة جديدة;حنين;2021-07-23
501;ريحة النعناع باللبن، وأحاديث ما بتنتهي مع الجيران، حسيتني رجعت لزمن ثاني;حنين;2019-03-10
502;جلسة ع الرصيف، نلعب ونضحك، وما كان شي يفرقنا غير قلة العمر;حنين;2018-04-03
503;حسيت بعطر الياسمين يلفني من الشباك، كأني رجعت ع بيتنا بالريف;حنين;2016-06-16
504;ريحة العنب والزيتون في موسم الحصاد، ذكرتني بالصيف واللمة الحلوة;حنين;2018-07-28
505;شارعنا القديم صار فاضي، بس قلبي ما نساه، ولا صوت خطانا;حنين;2018-11-20
506;ضحك زمان وألم وحب، كل شي مرق بين هالزقاق وصار حكي عاللسان;حنين;2017-07-30
507;رحت للبيت القديم ولقيت الذاكرة بتفتح أبوابها وحدة وحدة;حنين;2018-05-04
508;حسيت بالدفا من مدفأة البيت، والبرد مش قادر يبلش الدفا إلا بهالذكريات;حنين;2016-08-24
509;ريحة الياسمين بتعطر الذكريات، وكأنو الزمان رجع تاني ماشي ببطء;حنين;2020-10-05
510;شفنا بعض ع المحل القديم، ضحكنا وفكرنا بعمر راحت سنينه;حنين;2018-09-15
511;ريحة الأكل ببيتنا القديم، كأنها بتخبرني قصص ما لازم أنسى;حنين;2021-08-10
512;طلعت ع سطح البيت وشفت النجوم، تذكرت لمّا كنا نعدها سوا من دون هموم;حنين;2016-02-24
513;قعدنا ع الطاولة نشارك لقمة الفرح وذكرى الطفولة الما بتروح;حنين;2019-01-23
514;البلكونة الصغيرة كانت لنا، وأغاني الطيور تحكي حنين الماضي;حنين;2019-06-05
515;رائحة الخبز من الفرن، تلفني بذكريات ما بتترك قلبي لحاله;حنين;2017-02-28
516;شممت الورد اللي بالزقاق، كأنه بيردّ على نداءات القلب القديم;حنين;2017-05-17
517;لعبنا ع الشارع ومشينا ع الرمل، ورجعنا صغار بعالم ما بيكبر;حنين;2019-10-07
518;جلسة تحت شجرة الزيتون، ونسيم الهوا يحكي قصص من زمن فات;حنين;2016-09-01
519;رائحة الطبخ تعطر البيت واللمة بتجمعنا ع الطاولة بكل حب;حنين;2018-09-17
520;رجعت لعند الحارة القديمة، كل حجر فيها بيحكي عن ضحكة أو دمعة;حنين;2016-09-28
521;ضحكنا وضحكنا كأنو الوقت ما مر، والذكريات كانت أحلى من الحلم;حنين;2017-01-05
522;ريحة المي بمجرى النهر، كانت تغني لنا نشيد الطفولة والبراءة;حنين;2018-03-04
523;رجعت على باب الدكان القديم، لقيت صوت البائع يعزف أغنية زمان;حنين;2019-07-31
524;جلسة ع العتبة بتجمعنا، والناس حوالينا كانت أحلى صحبة;حنين;2021-01-11
525;حسيت بروح الأصدقاء ترجع تحوم حواليني وكأني ما تركتهم;حنين;2020-09-28
526;لعبنا لعبة الاختباء، والضحكة كانت أبلغ من ألف كلمة;حنين;2019-07-15
527;بيتنا القديم صار لوحة محفورة بقلبي، ما بتتركه أبدًا;حنين;2021-10-07
528;رائحة الميرمية والزعتر كانت توصلني لعصر جديد من الحنين;حنين;2020-02-23
529;شممت ريحة الكنافة، رجعتني لجلسة العائلة وقت العيد;حنين;2021-01-08
530;جلسة ع الرملة والبحر، تذكرني بليالي الصيف عالشارع;حنين;2017-04-18
531;حمص ومشويات على الطاولة، كل لقمة بتحكي حكاية من الماضي;حنين;2021-03-01
532;تجمعاتنا ع الدار، والضحك ما بينتهي مهما طال الزمن;حنين;2016-07-06
533;رجعت لعند الجسر القديم، وكل خطوة كانت تنسيني تعب الطريق;حنين;2016-04-30
534;ريحة العطر اللي كنت تحبه مخليني أفكر فيه بعد كل غروب;حنين;2019-05-20
535;حسيت بالفرح وقت ما سمعت أغنية كانت تعزفها الريح بالشارع;حنين;2020-05-28
536;جلسة ع البلكونة، والدنيا صايرة تنادي باسمي من بعيد;حنين;2021-06-30
537;طلعنا على سطح البيت نعد النجوم، وكل نجمة كانت ذكرى من العمر;حنين;2016-01-21
538;ريحة التفاح من السوق كانت بتذكرني بصيفنا الحلو;حنين;2019-12-21
539;ضحكنا تاني على قصص الطفولة القديمة، والحياة بساطة وسعادة;حنين;2018-01-14
540;بيتنا القديم صار له حياة تانية بقلبي ما بقدر أنساها;حنين;2017-01-01
541;رجعت ع زقاقنا، لقيت رائحة الياسمين تسهر ع باب الدار;حنين;2016-07-22
542;ريحة الزعتر بالهوا، تذكرني بالصباح مع رفيق الدرب;حنين;2017-04-07
543;لعبنا ع الحارة، والضحكة كانت تجمعنا بقوة ما انكسرنا;حنين;2016-04-25
544;جلسة ع الطاولة، وأكلات أمي بتحكي حكايات من زمن ثاني;حنين;2017-12-17
545;ريحة الخبز من الفرن، بتشعل بقلبي نار الحنين للهوا الدافئ;حنين;2016-10-11
546;رجعت لعند النبع القديم، وصوت المي كان أغنية من القلب;حنين;2020-01-25
547;ضحكنا على أبواب الحارات، والضوء كان يحكي قصة حب وصداقة;حنين;2021-12-11
548;شممت رائحة الزيتون، وكأنها بتهمس لي عن أيام ما بتكرر;حنين;2021-01-14
549;جلسة ع الرصيف، ومن بعيد سمعت صوت رفيقي القديم يناديني;حنين;2017-12-07
550;بيتنا القديم بشوف حالي فيه، كل زاوية بتحكي سر من أيام الطفولة;حنين;2020-12-31
551;ريحة القهوة بتجمعنا ع الصبح، واللمة بتصير أجمل مع كل ناس;حنين;2020-05-02
552;رجعت لعند الحديقة الزغيرة، صحاب الطفولة عم يرجعوا معي للحياة;حنين;2016-05-14
553;ضحكنا ع طاولة العشاء، وطعم الأكلات كان أجمل ما يمكن;حنين;2020-05-23
554;بيتنا القديم ما تغير، بس القلب صار أكبر من قبل من كتر الحنين;حنين;2019-01-02
555;شممت ريحة النعناع بالليل، وكل ذكرى بتصير أجمل لما تتذكرها;حنين;2019-10-07
556;جلسة ع العتبة، والناس الضاحكة معانا كانت بحياتنا كلها لون;حنين;2020-03-24
557;رجعت ع صوت المطر ع الزجاج، كان يغني للطفولة الغابرة;حنين;2016-02-10
558;ريحة الأكلات السورية، بتخليني أعيش أيام ما بتنتهي أبدًا;حنين;2018-05-29
559;ضحكنا ع الطاولة، واللمة ما زالت على قيد الحياة بقلبي;حنين;2018-01-10
560;بيتنا القديم بعيوني مثل الجنة، وكل زاوية فيه بتحكي قصة حب;حنين;2017-09-23
561;شممت عطر الياسمين، وكأنه بيضل يلعب بريحي من زمان;حنين;2018-11-28
562;رجعت لعند الدكان القديم، لقيت ذكريات عم تسولف مع الريح;حنين;2020-07-17
563;جلسة ع الرصيف، وكل كلمة ضحكنا عليها كانت تاريخ بقلوبنا;حنين;2018-01-27
564;ريحة عطر أمي، بتخليني أرجع ع أحضان البيت الدافي;حنين;2019-10-24
565;ضحكنا سوا، وصوتنا رجع يملأ الحي بهجة ما بتفارقنا;حنين;2020-06-09
566;بيتنا القديم ما نسيت، كان حضني وقت الغربة والهجران;حنين;2018-02-08
567;رجعت لعطر الياسمين، كأني عم بشم دفى أيامي القديمة;حنين;2017-06-02
568;جلسة مع الرفاق، وضحكة ما بتخلص رغم مرور السنين;حنين;2019-02-23
569;ريحة الخبز والزعتر، كانت تحملني لعالم من الهنى والسلام;حنين;2021-11-16
570;ضحكنا ع شوارع الحي، والذكريات كانت أصدق رفيقة بالسفر;حنين;2019-10-29
571;بيتنا القديم صار عنوان لحنيتي، وكل زاوية بتحمل قصة حب;حنين;2016-08-17
572;شممت رائحة الورد، وكل مرة بتدق فيها باب قلبي للحب القديم;حنين;2019-08-19
573;رجعت لعند السوق، والأصوات والروائح كلها رجعتني لعالمي الحلو;حنين;2017-04-13
574;جلسة ع الطاولة مع الرفاق، طعم الأكل عطر الذكريات كلها;حنين;2019-08-17
575;ريحة النسيم من بين الأشجار، كانت تحكي لي قصص أبطال زمان;حنين;2020-01-17
576;ضحكنا ع أيام الطفولة، واللمة كانت نغمة ما بتخلص بالعمر;حنين;2017-12-20
577;بيتنا القديم، رائحة الخبز فيه بتصير عطر بالذاكرة ما بينسى;حنين;2020-07-05
578;رجعت لعطر الياسمين، كأني عم بمشي بدرب مليان حكايات;حنين;2016-09-30
579;جلسة ع مدخل البيت، وصوت الجيران كان أحلى ألحان للحياة;حنين;2017-07-20
580;ريحة الشاي بالنعناع، كانت تعيدني لصباحات الطمأنينة والأمان;حنين;2021-02-01
581;ضحك الأصدقاء كان بقلبي، كأنه عمر جديد بلون الحنان;حنين;2020-01-03
582;بيتنا القديم صار جسر بين الماضي والحاضر، وحب لا بينتهي;حنين;2016-05-27
583;شممت رائحة البيت، وكل زاوية بتتذكرنا بحكايات وأمان;حنين;2017-10-06
584;رجعت لعند الحي القديم، كل زاوية بتنادي باسمي وحنيني;حنين;2017-01-09
585;جلسة ع اللكنة، وضحكة الرفاق كانت أصدق كلمة بالحنة;حنين;2018-05-15
586;ريحة الخبز والزعتر، كانت تختصر لي معنى الدفا والهنا;حنين;2021-03-16
587;ضحكنا ع دوران الأيام، والذكريات كانت بشوق ما بيهدا أبدا;حنين;2021-10-27
588;بيتنا القديم، كان حضني وقت الغربة والألم كان بيغيب;حنين;2018-11-20
589;رجعت لعطر الياسمين، بحس بأمي عم حضني من جديد;حنين;2016-04-19
590;جلسة ع العتبة، وصوت الطيور كان أول نغمة يومي الجديد;حنين;2021-08-28
591;ريحة الكنافة بالليل، كانت تحكيلي عن فرحة ما بتنسى بالزمن;حنين;2019-01-26
592;ضحكنا سوا، وقلوبنا كانت تغني للحياة بكل الألوان;حنين;2018-08-10
